route_id,lng_list,lat_list,aoi_list,tod_list,dow,courier_id
1138,"[121.31282, 121.30526, 121.30524]","[30.99535, 30.98362, 30.99368]","[33119, 4595, 53255]","[4, 4, 5]",3.0,46.0
1139,"[121.28205, 121.29243, 121.29402, 121.29484, 121.29272, 121.28656, 121.2863, 121.28867, 121.29312, 121.30222, 121.28297]","[31.00126, 30.99663, 30.99412, 30.99095, 30.98912, 30.98497, 30.98659, 30.98868, 31.00025, 30.99816, 30.99615]","[50636, 2307, 25137, 25137, 60127, 44759, 44759, 21450, 30293, 54473, 34164]","[3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4]",4.0,46.0
1140,"[121.31652, 121.25095, 121.29272]","[31.01058, 31.0142, 30.9892]","[50940, 58096, 60127]","[5, 5, 5]",4.0,46.0
1141,"[121.2927, 121.28957, 121.30199, 121.30139, 121.30519, 121.30587]","[30.98926, 30.98876, 30.99882, 30.99807, 30.99378, 30.981]","[60127, 60127, 54473, 54473, 53255, 38278]","[3, 3, 3, 3, 3, 3]",5.0,46.0
1142,"[121.29574, 121.24911, 121.24702, 121.27838]","[30.99645, 31.00668, 31.01361, 30.99939]","[31263, 36651, 24594, 43366]","[4, 5, 5, 5]",5.0,46.0
1143,"[121.30138, 121.29372, 121.28637, 121.29255, 121.28873]","[30.99797, 30.9938, 30.98656, 30.99668, 31.00146]","[54473, 25137, 44759, 2307, 19584]","[3, 3, 3, 3, 3]",6.0,46.0
1144,"[121.28926, 121.29521]","[30.98514, 30.99431]","[47192, 25137]","[4, 5]",6.0,46.0
1145,"[121.29973, 121.30139, 121.29281, 121.29688, 121.29254, 121.28614, 121.30018, 121.30098, 121.30449, 121.30451, 121.31286, 121.29398, 121.29215, 121.29255, 121.28749, 121.29291, 121.28871, 121.30035, 121.25349]","[30.99845, 30.9981, 30.99719, 30.99157, 30.98747, 30.98633, 30.9849, 30.97535, 30.98203, 30.9937, 30.99536, 30.99354, 30.98893, 30.98757, 30.9923, 30.99925, 30.98948, 30.99753, 31.00719]","[54473, 54473, 2307, 24256, 60127, 44759, 47384, 46108, 4595, 12911, 33119, 25137, 60127, 60127, 41483, 21729, 41483, 54473, 53017]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 5]",0.0,46.0
1146,"[121.30519, 121.29296, 121.29297]","[30.99365, 30.99929, 30.99928]","[53255, 21729, 21729]","[5, 5, 5]",0.0,46.0
1147,"[121.28376, 121.29131, 121.2887, 121.29074, 121.28635, 121.28646, 121.30333, 121.31144, 121.30529, 121.29513, 121.29906, 121.29402, 121.29457, 121.29305, 121.29499]","[30.99918, 30.99934, 30.98851, 30.98823, 30.98647, 30.98494, 30.97847, 30.98065, 30.99164, 30.99666, 30.99783, 30.99537, 30.99166, 30.99066, 30.98856]","[32168, 33965, 21450, 35972, 44759, 44759, 3510, 38313, 53255, 31263, 31263, 25137, 25137, 60127, 25137]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4]",1.0,46.0
1148,"[121.31282, 121.31275, 121.29987, 121.30184, 121.31303, 121.28821, 121.28787, 121.26827, 121.27445]","[30.99528, 30.9953, 30.99739, 30.98015, 30.93635, 30.99244, 30.99279, 31.00593, 31.01241]","[33119, 33119, 54473, 3510, 19393, 41483, 41483, 6689, 49017]","[4, 4, 5, 5, 5, 5, 5, 5, 5]",1.0,46.0
1149,"[121.28201, 121.28175, 121.2838, 121.29214, 121.29984, 121.30237, 121.29389, 121.29457, 121.29278, 121.29256, 121.2862, 121.29263, 121.30539, 121.2925, 121.31048, 121.30524, 121.31112, 121.30921, 121.30914, 121.30094, 121.28487]","[31.00159, 31.00083, 30.99906, 31.00186, 30.99735, 30.99742, 30.99355, 30.99153, 30.98924, 30.98747, 30.98633, 30.97903, 30.99395, 30.99844, 30.99468, 30.99375, 30.98933, 30.97129, 30.97128, 30.97541, 30.99223]","[50636, 50636, 32168, 19584, 54473, 54473, 25137, 25137, 60127, 60127, 44759, 1939, 53255, 2307, 15961, 53255, 35926, 30876, 30876, 46108, 41483]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4]",2.0,46.0
1150,"[121.31, 121.30106, 121.25278, 121.25046]","[31.01532, 30.97544, 30.98517, 30.95076]","[6713, 46108, 53683, 54826]","[5, 5, 5, 5]",2.0,46.0
1151,"[121.28532, 121.29269, 121.29891, 121.29382, 121.29375, 121.29716, 121.2947, 121.29462, 121.29248, 121.29243, 121.28928, 121.28627, 121.29293, 121.30121, 121.30659, 121.31105, 121.30917, 121.30101]","[30.99832, 31.00125, 30.99711, 30.99342, 30.99382, 30.99102, 30.99026, 30.98779, 30.98726, 30.98748, 30.98505, 30.98622, 30.99711, 30.99794, 30.9933, 30.99424, 30.97138, 30.97545]","[34164, 19584, 31263, 25137, 25137, 25137, 25137, 25137, 60127, 60127, 47192, 44759, 2307, 54473, 53255, 15961, 30876, 46108]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4]",3.0,46.0
1152,"[121.27246, 121.30106, 121.29385]","[31.01956, 30.97534, 30.99352]","[51323, 46108, 25137]","[5, 5, 5]",3.0,46.0
1153,"[121.28446, 121.29125, 121.29904, 121.2939, 121.29522, 121.29711, 121.29308, 121.29247, 121.29068, 121.28981, 121.28868, 121.29261, 121.30519, 121.30469, 121.30108, 121.28763, 121.29903]","[30.99872, 30.99931, 30.99633, 30.99345, 30.99463, 30.99109, 30.99066, 30.98747, 30.98744, 30.98563, 30.98865, 30.99605, 30.99377, 30.98071, 30.97539, 30.98319, 30.99708]","[34164, 33965, 31263, 25137, 25137, 25137, 60127, 60127, 35972, 47192, 21450, 2307, 53255, 3510, 46108, 44759, 31263]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4]",4.0,46.0
1154,"[121.28485, 121.27494, 121.29129]","[30.99221, 31.02312, 30.99934]","[41483, 39386, 33965]","[5, 5, 5]",4.0,46.0
1155,"[121.28457, 121.293, 121.29392, 121.29728, 121.29318, 121.29496, 121.29065, 121.29066, 121.28992, 121.28626, 121.28862, 121.29893, 121.3012, 121.29978, 121.30604, 121.30525, 121.29571, 121.28425, 121.31289, 121.31539]","[30.99859, 30.9993, 30.99354, 30.99106, 30.99056, 30.98863, 30.98756, 30.98769, 30.98583, 30.98641, 30.98807, 30.99854, 30.99759, 30.99747, 30.98303, 30.99161, 30.99644, 30.99607, 30.99527, 31.01292]","[34164, 21729, 25137, 25137, 60127, 25137, 35972, 35972, 47192, 44759, 21450, 31263, 54473, 54473, 38278, 53255, 31263, 34164, 33119, 35097]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4]",5.0,46.0
1156,"[121.2939, 121.31996]","[30.99342, 30.98542]","[25137, 11343]","[5, 5]",5.0,46.0
1157,"[121.28484, 121.2887, 121.29132, 121.29408, 121.29323, 121.30139, 121.30109, 121.30924]","[30.99226, 30.98856, 30.9904, 30.99408, 31.0001, 30.99797, 30.9754, 30.97128]","[41483, 21450, 60127, 25137, 30293, 54473, 46108, 30876]","[3, 3, 3, 3, 3, 3, 4, 4]",6.0,46.0
1158,"[121.2875, 121.28829]","[31.00029, 30.99244]","[32168, 41483]","[5, 5]",6.0,46.0
1159,"[121.28199, 121.28618, 121.291, 121.29299, 121.29389]","[31.00158, 30.99927, 31.00143, 30.99938, 30.99354]","[50636, 32168, 19584, 21729, 25137]","[3, 3, 3, 3, 3]",0.0,46.0
1160,"[121.30518, 121.31284, 121.27341]","[30.99164, 30.9953, 31.02397]","[53255, 33119, 39386]","[5, 5, 5]",0.0,46.0
1161,"[121.28192, 121.29135, 121.29486, 121.29944, 121.3013, 121.30136, 121.30512, 121.30606, 121.31101, 121.28832, 121.28304, 121.28163, 121.28374, 121.28637, 121.29147, 121.29257, 121.29375, 121.29388, 121.29124, 121.28635, 121.29009, 121.28806]","[31.0013, 31.00164, 30.99107, 30.99649, 30.99806, 30.9981, 30.99371, 30.99962, 30.99428, 30.99806, 30.99637, 30.99815, 30.99904, 30.99827, 30.99969, 30.99656, 30.99448, 30.99349, 30.99048, 30.98642, 30.98581, 30.98301]","[50636, 19584, 25137, 31263, 54473, 54473, 53255, 52133, 15961, 34164, 34164, 50636, 32168, 34164, 33965, 2307, 25137, 25137, 60127, 44759, 47192, 44759]","[3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",1.0,46.0
1162,"[121.28882, 121.25506, 121.28245]","[30.98946, 31.00839, 30.99951]","[41483, 20853, 32168]","[5, 5, 5]",1.0,46.0
1163,"[121.2811, 121.28747, 121.29329, 121.29883, 121.29391, 121.29122, 121.28473, 121.31289, 121.31289, 121.30913, 121.31604, 121.2909]","[31.00109, 31.00011, 31.00059, 30.99505, 30.99349, 30.9904, 30.99218, 30.99548, 30.99524, 30.97132, 30.98565, 30.9958]","[50636, 32168, 33965, 52351, 25137, 60127, 41483, 33119, 33119, 30876, 40975, 2000]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4]",2.0,46.0
1164,"[121.31605, 121.28822]","[30.98565, 30.99129]","[40975, 41483]","[5, 5]",2.0,46.0
1165,"[121.28205, 121.29243, 121.29692, 121.28874, 121.2865, 121.29861]","[31.0016, 30.99656, 30.99164, 30.98862, 30.98497, 30.99788]","[50636, 2307, 24256, 21450, 44759, 31263]","[3, 3, 3, 3, 3, 3]",3.0,46.0
1166,"[121.27851, 121.28502, 121.29246, 121.29287, 121.2948, 121.29506, 121.28659, 121.28821, 121.28484, 121.30339, 121.28605, 121.2938, 121.28474, 121.28821]","[31.04165, 30.99922, 31.00138, 31.00122, 30.99091, 30.98855, 30.985, 30.9912, 30.99224, 30.97844, 30.99938, 30.98764, 30.99216, 30.99062]","[50180, 32168, 19584, 19584, 25137, 25137, 44759, 41483, 41483, 3510, 32168, 25137, 41483, 41483]","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",3.0,46.0
1167,"[121.29018, 121.29244, 121.2986, 121.29564, 121.29371, 121.29438, 121.29331, 121.29479, 121.29055, 121.28977, 121.28758, 121.29855, 121.30108, 121.31285, 121.30511, 121.29098]","[31.00105, 30.99668, 30.99479, 30.99657, 30.99373, 30.99167, 30.99067, 30.98769, 30.98772, 30.98887, 30.98631, 30.98072, 30.97537, 30.99535, 30.99167, 30.99583]","[33965, 2307, 52351, 31263, 25137, 25137, 60127, 25137, 35972, 60127, 44759, 53219, 46108, 33119, 53255, 2000]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4]",4.0,46.0
1168,"[121.28833, 121.2848, 121.26596, 121.28194, 121.26079, 121.28883, 121.2863]","[30.99118, 30.99223, 30.99206, 31.03672, 31.02902, 30.98938, 30.96466]","[41483, 41483, 232, 50180, 4511, 41483, 37825]","[5, 5, 5, 5, 5, 5, 5]",4.0,46.0
1169,"[121.30097, 121.30098, 121.30781, 121.30926, 121.28088, 121.28238, 121.29409, 121.29406, 121.29873, 121.29445, 121.29301, 121.29242, 121.30013, 121.30097, 121.301, 121.30272, 121.30517, 121.28401]","[30.97535, 30.97546, 30.9865, 30.97131, 30.997, 30.9995, 31.00038, 30.99411, 30.99791, 30.99166, 30.99069, 30.98743, 30.98488, 30.97543, 30.97549, 30.9787, 30.9881, 30.99638]","[46108, 46108, 32827, 30876, 50636, 32168, 31263, 25137, 31263, 25137, 60127, 60127, 47384, 46108, 46108, 20025, 47384, 34164]","[3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 5, 5, 5]",5.0,46.0
1170,"[121.28477, 121.30348, 121.28479, 121.26136, 121.31192]","[30.99224, 30.97856, 30.99212, 31.0286, 31.01745]","[41483, 3510, 41483, 4511, 43654]","[5, 5, 5, 5, 5]",5.0,46.0
1171,"[121.28097, 121.28474, 121.29919, 121.30225, 121.29562, 121.29132, 121.29253, 121.29055, 121.29065, 121.30986, 121.31167, 121.30469, 121.30456, 121.3128, 121.30995, 121.28867, 121.29391]","[30.99844, 30.99835, 30.9964, 30.99815, 30.99648, 30.99035, 30.98743, 30.98757, 30.99161, 30.98667, 30.97299, 30.98088, 30.98088, 30.99523, 30.99505, 30.99776, 30.99355]","[50636, 34164, 31263, 54473, 31263, 60127, 60127, 35972, 16282, 35926, 20643, 3510, 3510, 33119, 15961, 2307, 25137]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 5, 5]",6.0,46.0
1172,"[121.29263, 121.28816, 121.31048, 121.25583, 121.26202]","[30.98918, 30.99243, 31.01674, 31.02409, 31.0296]","[60127, 41483, 20120, 56440, 4511]","[5, 5, 5, 5, 5]",6.0,46.0
1173,"[121.31108, 121.31277, 121.31275, 121.31541, 121.31542, 121.29259, 121.29876, 121.30125, 121.29389, 121.29391, 121.29513, 121.29284, 121.29257, 121.29059, 121.2871, 121.31159, 121.31146, 121.30523]","[30.99426, 30.99536, 30.99534, 31.01295, 31.01295, 30.99661, 30.99509, 30.99819, 30.99353, 30.99415, 30.99152, 30.98998, 30.98751, 30.9875, 30.98452, 30.97287, 30.98066, 30.99269]","[15961, 33119, 33119, 35097, 35097, 2307, 52351, 54473, 25137, 25137, 25137, 60127, 60127, 35972, 44759, 20643, 38313, 53255]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 5, 5]",0.0,46.0
1174,"[121.28865, 121.299, 121.28838, 121.28628, 121.3128, 121.28887]","[30.98797, 31.02167, 30.99114, 30.9865, 30.9955, 30.98944]","[21450, 42188, 41483, 44759, 33119, 41483]","[5, 5, 5, 5, 5, 5]",0.0,46.0
1175,"[121.29249, 121.29105, 121.30128, 121.30124, 121.29557, 121.29242, 121.28435, 121.28644, 121.30333, 121.30105]","[31.00143, 30.99903, 30.99793, 30.99807, 30.99081, 30.9875, 30.9865, 30.98495, 30.97847, 30.97539]","[19584, 2307, 54473, 54473, 25137, 60127, 44759, 44759, 3510, 46108]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",1.0,46.0
1176,"[121.28226, 121.28215, 121.29404, 121.28975, 121.29387, 121.29387]","[30.99988, 30.99806, 30.99405, 30.98885, 30.99345, 30.99352]","[5024, 34164, 25137, 60127, 25137, 25137]","[4, 5, 5, 5, 5, 5]",1.0,46.0
1177,"[121.29946, 121.30093, 121.30919, 121.30007]","[30.9772, 30.97539, 30.97126, 30.98472]","[57173, 46108, 30876, 47384]","[3, 3, 3, 3]",2.0,46.0
1178,"[121.28247, 121.29305, 121.29383, 121.29397, 121.29716, 121.29253, 121.28651, 121.28437, 121.30117, 121.30614, 121.30423, 121.28375, 121.30415, 121.2624, 121.28442, 121.28446]","[30.9995, 30.99933, 30.99359, 30.99081, 30.99103, 30.98744, 30.98493, 30.98653, 30.99759, 30.99551, 30.96917, 30.99918, 30.96914, 31.02163, 30.98643, 30.9865]","[32168, 21729, 25137, 25137, 25137, 60127, 44759, 44759, 54473, 46400, 1069, 32168, 1069, 15643, 44759, 44759]","[3, 4, 4, 4, 4, 4, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5]",2.0,46.0
1179,"[121.29139, 121.29511, 121.29371, 121.28622, 121.28658, 121.29969, 121.30036, 121.30233, 121.30666, 121.28844, 121.301, 121.30099, 121.3092, 121.32273, 121.31276]","[30.99979, 30.99438, 30.9945, 30.98652, 30.98506, 30.99847, 30.99885, 30.99746, 31.00091, 30.99797, 30.97545, 30.97543, 30.97128, 30.98106, 30.99521]","[33965, 25137, 25137, 44759, 44759, 54473, 54473, 54473, 26989, 34164, 46108, 46108, 30876, 7478, 33119]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4]",3.0,46.0
1180,"[121.28933, 121.27982]","[30.99717, 30.90752]","[2307, 50324]","[5, 5]",3.0,46.0
1181,"[121.28199, 121.28779, 121.29311, 121.29389, 121.28983, 121.2906, 121.29477, 121.3003, 121.30121, 121.28169, 121.2963, 121.29735, 121.30923, 121.31273, 121.30621, 121.28838, 121.30317, 121.3175, 121.25242]","[31.00155, 30.99949, 31.00011, 30.99377, 30.9889, 30.98767, 30.991, 30.99741, 30.99815, 30.99734, 30.97919, 30.97868, 30.97135, 30.99523, 30.98976, 30.998, 31.01921, 31.00844, 30.98498]","[50636, 32168, 30293, 25137, 60127, 35972, 25137, 54473, 54473, 50636, 53219, 57173, 30876, 33119, 35926, 34164, 42188, 10140, 53683]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 5, 5, 5]",4.0,46.0
1182,"[121.27536, 121.31729]","[30.94289, 30.95199]","[6901, 52146]","[5, 5]",4.0,46.0
1183,"[121.28198, 121.28206, 121.29105, 121.28816, 121.28998, 121.28404, 121.30139, 121.30363, 121.30566, 121.30463, 121.31287, 121.28834, 121.27543]","[31.0012, 31.0013, 30.9985, 30.98646, 30.99179, 30.99647, 30.99803, 30.97852, 30.97926, 30.98087, 30.99523, 30.99066, 30.93218]","[50636, 50636, 2307, 44759, 16282, 34164, 54473, 3510, 38278, 3510, 33119, 41483, 32569]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4]",5.0,46.0
1184,"[121.333, 121.27271, 121.28124]","[30.94877, 30.99962, 30.98384]","[37037, 45779, 51925]","[5, 5, 5]",5.0,46.0
1185,"[121.28825, 121.29891, 121.29396, 121.294, 121.29218, 121.28647, 121.28984, 121.28878, 121.29254, 121.28433, 121.30102]","[31.00001, 30.99788, 30.9935, 30.99081, 30.98896, 30.98503, 30.98897, 30.98907, 30.98751, 30.99593, 30.97545]","[33965, 31263, 25137, 25137, 60127, 44759, 60127, 21450, 60127, 34164, 46108]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",6.0,46.0
1186,"[121.31539, 121.24816, 121.26367, 121.29575, 121.3157]","[31.01296, 31.00682, 30.95047, 30.99638, 30.95009]","[35097, 49850, 31196, 31263, 2039]","[5, 5, 5, 5, 5]",6.0,46.0
1187,"[121.29899, 121.29393, 121.29268, 121.29068, 121.28565, 121.28202, 121.30786, 121.31146, 121.30014, 121.29741, 121.29955, 121.31099, 121.30517, 121.29314]","[30.99711, 30.99353, 30.98926, 30.98747, 30.99595, 31.00152, 30.98646, 30.98267, 30.98485, 30.97869, 30.97713, 30.99414, 30.99371, 31.00017]","[31263, 25137, 60127, 35972, 34164, 50636, 32827, 20690, 47384, 57173, 57173, 15961, 53255, 30293]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4]",0.0,46.0
1188,"[121.27793, 121.28816]","[31.02766, 30.99256]","[39386, 41483]","[5, 5]",0.0,46.0
1189,[121.29579],[30.99633],[31263],[2],1.0,46.0
1190,"[121.28108, 121.28735, 121.292, 121.29892, 121.30151, 121.2952, 121.28822, 121.28871, 121.29053, 121.29258, 121.29275, 121.29307, 121.29096, 121.3052, 121.29391, 121.26129, 121.52465, 121.27641, 121.29388]","[31.00096, 31.00011, 30.9996, 30.99704, 30.99755, 30.99435, 30.9925, 30.9886, 30.98751, 30.98758, 30.9892, 30.99067, 30.99601, 30.99163, 30.99342, 31.02897, 31.21666, 30.96641, 30.99345]","[50636, 32168, 33965, 31263, 54473, 25137, 41483, 21450, 35972, 60127, 60127, 60127, 2000, 53255, 25137, 4511, 48758, 49528, 25137]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 5, 5, 5, 5]",1.0,46.0
1191,"[121.29376, 121.30244, 121.30139, 121.30138, 121.29384, 121.29202, 121.28656, 121.28628, 121.29268]","[31.00039, 30.99895, 30.9981, 30.99804, 30.99353, 30.99314, 30.98441, 30.98632, 30.99629]","[31263, 54473, 54473, 54473, 25137, 16282, 44759, 44759, 2307]","[3, 3, 3, 3, 3, 3, 3, 3, 3]",3.0,46.0
1192,"[121.3037, 121.31848, 121.31107, 121.29214, 121.2848, 121.25306, 121.27579]","[30.9786, 30.97956, 30.9942, 31.00195, 30.99211, 31.00863, 30.92868]","[3510, 34607, 15961, 19584, 41483, 47960, 53011]","[4, 4, 4, 5, 5, 5, 5]",3.0,46.0
1193,"[121.29389, 121.29461]","[30.99354, 30.99164]","[25137, 25137]","[3, 3]",4.0,46.0
1194,"[121.27658, 121.29101, 121.30362, 121.30913, 121.31287, 121.30147, 121.24947, 121.28811, 121.25996, 121.29103]","[31.02267, 30.99652, 30.97871, 30.97136, 30.99524, 30.99856, 31.01375, 30.99248, 31.02889, 30.99638]","[39386, 2000, 3510, 30876, 33119, 54473, 15758, 41483, 13492, 2000]","[3, 3, 3, 3, 3, 3, 4, 5, 5, 5]",4.0,46.0
1195,"[121.2932, 121.29406, 121.29383, 121.29062, 121.28873]","[31.00002, 30.99403, 30.99353, 30.98763, 30.98858]","[30293, 25137, 25137, 35972, 21450]","[3, 3, 3, 3, 3]",5.0,46.0
1196,"[121.30117, 121.29479, 121.31659, 121.31284, 121.27707, 121.264, 121.31871]","[30.99757, 30.9877, 30.97505, 30.99536, 30.92471, 31.00323, 30.94459]","[54473, 25137, 20643, 33119, 44303, 7862, 13193]","[3, 3, 3, 3, 4, 5, 5]",5.0,46.0
1197,"[121.29853, 121.2991, 121.29524, 121.29051, 121.29409, 121.28871, 121.28762, 121.28225]","[30.99489, 30.99632, 30.99432, 30.99174, 30.9905, 30.98867, 30.98319, 30.99696]","[52351, 31263, 25137, 16282, 25137, 21450, 44759, 34164]","[3, 3, 3, 3, 3, 3, 3, 3]",6.0,46.0
1198,"[121.29159, 121.30186, 121.30093, 121.30924, 121.31281, 121.31006, 121.28834, 121.2885, 121.27324, 121.25985, 121.28481]","[31.00129, 30.98016, 30.97541, 30.97132, 30.9955, 30.99515, 30.99797, 30.99216, 30.93846, 31.02877, 30.99212]","[19584, 3510, 46108, 30876, 33119, 15961, 34164, 41483, 44418, 13492, 41483]","[3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 5]",6.0,46.0
1199,"[121.28165, 121.28954, 121.29327, 121.29855, 121.29948, 121.30127, 121.29562, 121.29381, 121.29271, 121.29251, 121.28652]","[30.99824, 30.99955, 31.00069, 30.99481, 31.00037, 30.99816, 30.99657, 30.99357, 30.98914, 30.98759, 30.98497]","[50636, 33965, 33965, 52351, 31263, 54473, 31263, 25137, 60127, 60127, 44759]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",0.0,46.0
1200,"[121.30527, 121.30515, 121.30209, 121.3092, 121.30243, 121.30926, 121.30538, 121.29407, 121.28533, 121.28477]","[30.99363, 30.9937, 30.98474, 30.97123, 30.97892, 30.97129, 30.99361, 30.99051, 30.99027, 30.99211]","[53255, 53255, 4235, 30876, 3510, 30876, 53255, 25137, 41483, 41483]","[3, 3, 3, 3, 3, 3, 4, 4, 4, 5]",0.0,46.0
1201,"[121.28228, 121.28733, 121.29385, 121.29279, 121.28623, 121.28647, 121.27585, 121.29767, 121.30342, 121.31201, 121.29573, 121.26447]","[31.00047, 31.00013, 30.99371, 30.98923, 30.98622, 30.98509, 31.03615, 30.97622, 30.97857, 31.00702, 30.99648, 31.01718]","[32168, 32168, 25137, 60127, 44759, 44759, 41035, 9350, 3510, 27192, 31263, 56355]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",1.0,46.0
